protein,Fasta_headers,T0.1,T0.2,T0.3,T2.1,T2.2,T2.3,T4.1,T4.2,T4.3,T6.1,T6.2,T6.3,T8.1,T8.2,T8.3
jgi|Aurli1|48674|fgenesh1_kg.30_#_55_#_isotig07383,jgi|Aurli1|48674|fgenesh1_kg.30_#_55_#_isotig07383,1507785.91,1341156.465,902211.8069,2043000,1863848.856,1323546.936,1929720.809,1815477.466,1239162.397,1706592.718,1701708.993,1142549.51,1620815.254,1664634.996,1147354.929
jgi|Aurli1|48675|fgenesh1_kg.30_#_56_#_isotig06231,jgi|Aurli1|48675|fgenesh1_kg.30_#_56_#_isotig06231,339649.4372,717073.275,846150.4553,353070,788991.8988,820343.4545,319281.4307,721789.8861,795102.9484,312554.6069,778176.6091,798066.6526,306120.29,710125.4845,754550.755
jgi|Aurli1|48690|fgenesh1_kg.31_#_11_#_isotig09804,jgi|Aurli1|48690|fgenesh1_kg.31_#_11_#_isotig09804,581209.3659,573451.3113,508256.4154,666160,702964.3149,741953.2207,868847.9034,927256.2467,1036330.013,899794.6803,1001593.074,1146994.45,755036.7032,915650.921,962162.6383
jgi|Aurli1|48707|fgenesh1_kg.31_#_28_#_isotig00528,jgi|Aurli1|48707|fgenesh1_kg.31_#_28_#_isotig00528,2194890.575,1441915.957,1446427.101,2798200,1910760.45,1888639.89,2625147.038,1738670.254,1750153.72,2374949.118,1669673.279,1612995.856,2327066.054,1669573.416,1595666.047
jgi|Aurli1|48720|fgenesh1_kg.31_#_41_#_isotig05865,jgi|Aurli1|48720|fgenesh1_kg.31_#_41_#_isotig05865,718815.6863,1181099.218,835789.6099,800430,1217927.462,919011.0315,914993.8211,1406750.007,1085347.37,948186.9652,1435079.463,1128556.18,865357.8139,1349350.745,1009746.608
jgi|Aurli1|48722|fgenesh1_kg.31_#_43_#_isotig07174,jgi|Aurli1|48722|fgenesh1_kg.31_#_43_#_isotig07174,162955.6234,196644.4286,201842.9807,214290,211151.4475,310493.188,222795.3903,223014.217,318151.4572,245040.3811,227302.9291,328431.6852,221131.4503,212381.1259,290578.2142
jgi|Aurli1|48735|fgenesh1_kg.31_#_56_#_isotig07025,jgi|Aurli1|48735|fgenesh1_kg.31_#_56_#_isotig07025,197788.9613,42902.62599,143371.1015,153980,32727.73521,106987.679,179964.2473,38581.72341,128957.5107,161118.5576,29442.72897,95198.15229,182678.0609,35434.61871,109229.7762
jgi|Aurli1|48742|fgenesh1_kg.32_#_7_#_isotig08862,jgi|Aurli1|48742|fgenesh1_kg.32_#_7_#_isotig08862,428586.657,425944.6443,284187.9285,356350,417651.1572,260921.1843,361716.347,428932.9391,299145.4157,442701.2919,565415.283,410992.3318,464669.5829,534482.3329,369992.4698
jgi|Aurli1|48743|fgenesh1_kg.32_#_8_#_isotig04007,jgi|Aurli1|48743|fgenesh1_kg.32_#_8_#_isotig04007,1406896.075,854205.1694,748479.8599,1578900,1037179.852,909401.0814,1522960.248,966639.9694,902184.9442,1476683.788,950787.8464,861401.1695,1420133.571,862073.9014,808154.8009
jgi|Aurli1|48775|fgenesh1_kg.33_#_10_#_isotig07178,jgi|Aurli1|48775|fgenesh1_kg.33_#_10_#_isotig07178,198989.1015,337539.6293,319483.3593,275600,482499.5364,404291.8787,270245.9571,495081.3835,407836.5671,281572.6062,538993.3511,442659.5903,228420.9605,432160.1993,361504.3937
jgi|Aurli1|48779|fgenesh1_kg.33_#_14_#_isotig02933,jgi|Aurli1|48779|fgenesh1_kg.33_#_14_#_isotig02933,1119838.147,1477774.756,1112602.209,1292500,1679553.311,1357594.28,1067589.432,1331921.876,1050519.84,1045326.02,1208820.959,972218.9354,1047047.633,1244578.768,969716.5648
jgi|Aurli1|48812|fgenesh1_kg.34_#_16_#_isotig08698,jgi|Aurli1|48812|fgenesh1_kg.34_#_16_#_isotig08698,1009678.936,458768.5196,317559.3603,721730,272047.8206,173629.8359,814120.2945,264037.75,155536.7114,676539.9427,233228.0298,147682.5469,757512.2013,265522.4025,175124.2333
jgi|Aurli1|48830|fgenesh1_kg.34_#_34_#_isotig03029,jgi|Aurli1|48830|fgenesh1_kg.34_#_34_#_isotig03029,23097.3326,1898.648742,214028.308,14635,1326.730822,83977.25192,29713.13902,1079.164891,135652.9486,23845.70857,2382.59344,126304.5016,38473.93698,2597.996448,157317.7258
jgi|Aurli1|48833|fgenesh1_kg.34_#_37_#_isotig05727,jgi|Aurli1|48833|fgenesh1_kg.34_#_37_#_isotig05727,512537.9284,1167745.55,1379529.433,544270,1238623.754,1489251.758,388843.3818,1036661.759,1142388,378934.4803,974528.4192,1104908.629,421411.966,1044814.822,1201477.947
jgi|Aurli1|48853|fgenesh1_kg.35_#_4_#_isotig01432,jgi|Aurli1|48853|fgenesh1_kg.35_#_4_#_isotig01432,284286.8717,226171.909,372315.9309,277580,233946.934,392102.2322,283427.7438,227471.8625,374280.6075,271930.6105,198169.5105,325374.3189,297637.0613,207791.2999,350802.0369
jgi|Aurli1|48858|fgenesh1_kg.36_#_2_#_isotig08054,jgi|Aurli1|48858|fgenesh1_kg.36_#_2_#_isotig08054,573491.3911,482693.0626,496999.9153,579090,490580.9453,469644.1874,489301.3536,527547.745,514907.3101,498314.9454,462880.914,488696.4699,541155.6248,542800.1822,548299.7317
jgi|Aurli1|48863|fgenesh1_kg.36_#_7_#_isotig01323,jgi|Aurli1|48863|fgenesh1_kg.36_#_7_#_isotig01323,2278997.962,1387567.463,1990012.12,1752800,1120457.786,1590812.779,1511749.931,942514.023,1224196.124,1357678.064,939098.3258,1159188.638,1574534.203,1090422.587,1344252.923
jgi|Aurli1|4902|gm1.4902_g,jgi|Aurli1|4902|gm1.4902_g,128005.1987,161103.1286,47116.96752,153850,172478.949,59456.19184,170976.6654,220055.0189,78931.89903,149866.1866,185706.714,61911.66568,151259.7827,198137.1723,68883.73614
jgi|Aurli1|4910|gm1.4910_g,jgi|Aurli1|4910|gm1.4910_g,236866.6975,194702.0769,245486.7982,235880,151831.9347,199124.6733,252464.0746,149034.2642,178064.8908,222606.5361,142905.3937,180525.7154,236297.5453,153216.9131,194337.7317
jgi|Aurli1|4917|gm1.4917_g,jgi|Aurli1|4917|gm1.4917_g,477860.7064,823473.0574,952799.7129,478560,723226.9696,825409.8852,365833.2393,662784.9836,733111.07,344053.1431,590511.5991,694727.6749,369994.0115,664846.9478,755242.7177
jgi|Aurli1|49215|gw1.10.5.1,jgi|Aurli1|49215|gw1.10.5.1,143002.0727,323812.4326,270797.3374,116670,254485.5392,196544.9769,123893.3332,265262.8958,212644.8586,114853.1835,263506.2983,199975.2681,116436.4716,301611.604,252370.339
jgi|Aurli1|49263|gw1.7.18.1,jgi|Aurli1|49263|gw1.7.18.1,126258.6532,18711.00966,63305.09744,78814,15947.9707,41523.8158,111484.6717,20215.84672,50218.03515,80352.6646,17363.55768,40045.61775,89444.73627,16444.93987,42676.80115
jgi|Aurli1|49344|gw1.6.15.1,jgi|Aurli1|49344|gw1.6.15.1,1532764.438,891315.2919,1110280.141,2253200,1153276.191,1596739.108,1858593.279,994158.627,1410092.99,1824585.627,969707.9983,1339008.807,1784609.08,940275.2407,1326146.565
jgi|Aurli1|49377|gw1.22.8.1,jgi|Aurli1|49377|gw1.22.8.1,156301.1874,136636.9683,280472.62,180710,156956.7306,308796.631,177886.473,148468.8123,321504.8026,193842.5995,153932.1064,304337.2876,182707.4147,136765.195,279806.6611
jgi|Aurli1|49718|gw1.1.85.1,jgi|Aurli1|49718|gw1.1.85.1,33332.67473,68155.06515,46031.12437,32502,75401.51666,55627.31813,27187.91843,94203.33889,111042.9944,25387.2125,80905.74303,79273.978,30154.11077,89912.17375,81657.36807
jgi|Aurli1|50030|gw1.1.116.1,jgi|Aurli1|50030|gw1.1.116.1,395636.466,89760.92583,260911.963,445050,112439.9937,284475.4392,380145.7219,106003.377,288005.1072,388829.6797,102785.4325,231172.1625,358868.947,102777.243,225233.8674
jgi|Aurli1|50094|gw1.19.29.1,jgi|Aurli1|50094|gw1.19.29.1,43548.50239,85216.00973,87752.04858,47180,112430.1383,91241.07272,45882.08877,95966.6063,84472.79591,38525.44439,93690.90513,97914.50458,39635.36632,105052.7896,116365.0652
jgi|Aurli1|50103|gw1.49.1.1,jgi|Aurli1|50103|gw1.49.1.1,399910.136,43636.6108,65396.06423,411130,34406.10587,55849.26498,361378.1046,28643.90682,43225.52232,326693.4997,33892.57999,43492.21019,310953.8712,25856.98813,42291.60857
jgi|Aurli1|50213|gw1.4.57.1,jgi|Aurli1|50213|gw1.4.57.1,682694.3931,706278.2821,668003.6238,535810,680356.0806,647410.8338,739977.5759,894818.1578,1051330.044,673116.6292,874273.7076,911012.8158,625214.9296,877082.8261,956995.9833
jgi|Aurli1|50371|gw1.38.5.1,jgi|Aurli1|50371|gw1.38.5.1,19786.70192,20748.61126,144863.8594,14238,18341.84172,123906.7689,12028.86364,23738.61186,163346.1802,13352.9486,17038.17927,134865.127,15407.7741,19416.70696,145911.8736
jgi|Aurli1|50505|gw1.5.53.1,jgi|Aurli1|50505|gw1.5.53.1,60615.86222,154753.1328,18584.28277,53172,162751.6921,17473.37601,113340.1725,201102.9571,30216.1176,71390.26759,173816.3425,19745.88205,105820.2051,206309.7738,42634.13012
jgi|Aurli1|50628|gw1.3.75.1,jgi|Aurli1|50628|gw1.3.75.1,287116.4706,98238.17022,194744.0876,169080,56918.74305,119340.009,194701.9488,76383.12325,141819.5032,187704.9426,66330.99968,145554.1496,211346.8728,80889.38922,174247.7472
jgi|Aurli1|50828|gw1.5.61.1,jgi|Aurli1|50828|gw1.5.61.1,211683.2675,137178.5856,60841.49406,176660,121743.4694,55389.10292,217818.396,139148.2807,60215.05544,179764.4756,121916.4778,51486.04691,202932.1362,123780.0544,58082.19798
jgi|Aurli1|50874|gw1.9.85.1,jgi|Aurli1|50874|gw1.9.85.1,33052.64202,90045.74182,78620.79332,29229,89325.19298,70081.75214,27908.8578,73552.09423,60377.09629,31519.80532,75958.78611,67688.9119,32331.17926,73558.25574,66875.89096
jgi|Aurli1|50876|gw1.21.48.1,jgi|Aurli1|50876|gw1.21.48.1,680128.2397,1314822.658,777870.604,355970,912736.0097,448541.8061,309636.6923,870249.2742,382495.1785,307693.0965,790739.831,360357.6438,312392.2041,829238.2475,387868.1736
jgi|Aurli1|50926|gw1.10.77.1,jgi|Aurli1|50926|gw1.10.77.1,170019.8634,21676.83123,83233.96805,145000,22408.17018,82177.27457,146130.3503,19636.25856,93657.36137,150757.4635,23049.64579,91831.52173,145183.5601,19416.70696,88668.10376
jgi|Aurli1|51093|gw1.16.51.1,jgi|Aurli1|51093|gw1.16.51.1,134688.9064,95959.64231,114909.1846,145260,104713.3783,167331.6582,133325.4622,103864.0841,166733.2841,153188.2187,126646.5158,197223.6385,152942.7301,122327.5778,166370.9048
jgi|Aurli1|51204|gw1.8.83.1,jgi|Aurli1|51204|gw1.8.83.1,137362.3895,209970.0815,150923.3507,123360,212245.3943,153561.6572,144400.4824,210187.8838,190566.7926,132425.518,212771.3687,174034.6917,127639.8128,211209.4615,194879.7692
jgi|Aurli1|51245|gw1.1.245.1,jgi|Aurli1|51245|gw1.1.245.1,221147.7878,73403.1499,101270.9063,184340,60807.67473,78005.60337,185791.6795,52069.63532,63494.13211,158849.8527,51331.45674,59611.58556,177785.7722,56723.08383,62701.04918
jgi|Aurli1|5153|gm1.5153_g,jgi|Aurli1|5153|gm1.5153_g,268441.118,225331.4684,223327.6367,227580,224387.2185,204388.6484,299373.4536,284978.3176,276617.2362,321842.1174,315526.6736,327726.1391,390032.8262,354026.6423,407323.8589
jgi|Aurli1|51588|gw1.29.21.1,jgi|Aurli1|51588|gw1.29.21.1,112813.1799,110611.3238,222642.0739,119490,126099.5459,233787.8911,130967.4299,122081.0584,254595.4345,104887.0871,117648.3969,230842.9077,107190.0459,114164.6594,230827.2328
jgi|Aurli1|51759|gw1.1.296.1,jgi|Aurli1|51759|gw1.1.296.1,123136.3372,150915.1206,74222.13343,130600,150984.3723,61378.18186,113156.5553,185430.5161,51417.58757,103671.7095,188257.5201,49284.74324,93483.80984,183573.6737,47857.29543
jgi|Aurli1|51772|gw1.13.100.1,jgi|Aurli1|51772|gw1.13.100.1,181299.2299,189295.2422,93108.28501,247700,295198.1007,172804.7979,196286.8557,270559.2949,154433.9334,196050.5355,269200.4205,160605.7986,160623.6234,228629.4973,139292.0968
jgi|Aurli1|51971|gw1.6.132.1,jgi|Aurli1|51971|gw1.6.132.1,21148.81227,45268.93325,94781.27959,31011,58021.55971,132784.643,26977.24178,52037.59305,123049.7713,27975.96679,49714.60724,112095.9801,31038.63657,50596.5376,103230.4593
jgi|Aurli1|52020|gw1.18.94.1,jgi|Aurli1|52020|gw1.18.94.1,669600.1804,1474412.994,954546.7925,668080,1488851.77,995460.6829,691579.9306,1588542.783,1072069.023,696097.394,1458277.739,953486.6878,753099.3569,1487917.011,998363.8216
jgi|Aurli1|52070|gw1.12.109.1,jgi|Aurli1|52070|gw1.12.109.1,112208.2312,92693.12977,183299.6105,126910,95817.9152,187074.4698,145705.1314,114343.792,180585.5263,130460.6575,102042.2843,162569.5685,140888.1306,111782.5978,170303.5597
jgi|Aurli1|52164|gw1.9.154.1,jgi|Aurli1|52164|gw1.9.154.1,29175.11584,84001.10612,172430.1217,25218,95246.30335,179579.406,30009.82586,111478.8359,217382.3029,29854.738,119425.9271,227456.2866,34175.5721,120226.3283,233745.009
jgi|Aurli1|52331|gw1.8.118.1,jgi|Aurli1|52331|gw1.8.118.1,103338.9023,102356.3293,92622.86226,59692,88536.76283,78980.54268,62555.50279,142135.7514,102626.9976,51885.48269,93817.44118,83273.24818,58649.73567,101073.0038,92063.3342
jgi|Aurli1|5234|gm1.5234_g,jgi|Aurli1|5234|gm1.5234_g,474787.1765,226797.5703,252298.1971,436650,234282.0168,283022.9075,498501.5449,220969.166,267131.0947,408083.2865,211887.6249,221035.8176,443212.0046,205709.4168,213170.6506
jgi|Aurli1|52364|gw1.16.87.1,jgi|Aurli1|52364|gw1.16.87.1,334702.5178,188464.1399,176244.9474,404230,268273.2113,228140.4476,409282.8825,307030.9404,264745.4933,375855.5237,283772.1511,227221.1046,348702.771,257698.3953,244689.5528
jgi|Aurli1|52388|gw1.2.192.1,jgi|Aurli1|52388|gw1.2.192.1,288492.241,113067.278,181187.6346,313140,139828.0857,210477.6615,307935.8166,139082.3113,221928.449,285937.8374,130161.406,196047.7284,302636.9804,117302.0088,194360.7971
jgi|Aurli1|5240|gm1.5240_g,jgi|Aurli1|5240|gm1.5240_g,493501.5581,826685.4082,571748.3841,614040,945889.4971,670918.6077,578674.6411,827944.0502,554584.8129,557898.8324,779843.6713,514848.71,645175.4676,808061.1389,600877.3662
jgi|Aurli1|52427|gw1.10.138.1,jgi|Aurli1|52427|gw1.10.138.1,285145.5086,460850.9447,165696.125,338820,521930.8989,167691.8861,350766.9596,515805.1945,202269.743,326723.8841,448148.5027,170024.8384,346951.3317,456445.6077,173521.1864
jgi|Aurli1|52503|gw1.10.141.1,jgi|Aurli1|52503|gw1.10.141.1,278413.0147,248705.0558,162920.7011,276450,266282.4252,169330.3419,328404.3096,312308.4912,232359.8288,331008.0902,295572.1397,207642.2018,329847.8903,309561.4925,220540.0536
jgi|Aurli1|52538|gw1.4.157.1,jgi|Aurli1|52538|gw1.4.157.1,99748.23892,104280.0044,83137.7681,111440,115702.1234,93699.91848,115504.9234,118914.528,89152.85077,105454.2634,130322.0867,88253.22736,101456.2835,118463.9901,83160.08046
jgi|Aurli1|52554|gw1.13.118.1,jgi|Aurli1|52554|gw1.13.118.1,2011844.799,1071094.879,1375217.021,2244100,1227191.517,1598482.146,2150931.292,1170768.094,1460168.114,1932349.107,1106889.142,1366877.876,2119143.783,1164595.724,1506864.164
jgi|Aurli1|52765|gw1.10.157.1,jgi|Aurli1|52765|gw1.10.157.1,660155.1745,1030940.494,825395.592,510450,731663.1721,617070.3505,452278.3146,719226.5043,578384.5629,478565.0593,695667.0719,570822.0298,484630.1209,729549.938,578676.8954
jgi|Aurli1|53184|gw1.12.139.1,jgi|Aurli1|53184|gw1.12.139.1,388806.3997,117857.7896,56223.89635,310050,113395.9652,49730.0392,333004.4052,120676.853,62633.29009,304999.0095,106802.4499,62217.4023,334808.671,116788.8004,64729.65324
jgi|Aurli1|53197|gw1.2.235.1,jgi|Aurli1|53197|gw1.2.235.1,23433.95729,15135.40174,42039.37922,24930,14215.39547,43464.39822,31068.04115,14493.47381,51078.87718,34278.71248,14046.50556,54662.18004,34827.22496,14546.06882,52210.89425
jgi|Aurli1|53261|gw1.1.443.1,jgi|Aurli1|53261|gw1.1.443.1,230495.2214,376115.8538,211783.6424,196710,361544.4971,200321.5595,216571.7314,430007.2977,218642.6206,192465.1716,399301.5713,220024.5349,207247.1349,430843.2872,227955.5875
jgi|Aurli1|5331|gm1.5331_g,jgi|Aurli1|5331|gm1.5331_g,160408.9844,257398.9471,488032.3105,124860,225136.2271,411136.2083,127208.108,229488.6409,445792.3859,95440.56472,198520.9995,374985.9652,110927.7545,199638.0647,404878.9239
jgi|Aurli1|53399|gw1.4.188.1,jgi|Aurli1|53399|gw1.4.188.1,77301.71406,4095.000228,148623.3978,121590,4877.327414,183960.2418,152605.2749,5762.614235,192446.0164,154049.1112,4777.037082,198646.4897,124224.9953,5734.668044,183520.0478
jgi|Aurli1|53462|gw1.16.127.1,jgi|Aurli1|53462|gw1.16.127.1,241364.7839,153539.163,193428.2492,177460,139463.4368,192082.7993,190275.8063,140382.8506,190341.7359,173171.0521,126144.3886,170471.6842,157316.4362,125174.4319,173855.635
jgi|Aurli1|53960|gw1.22.102.1,jgi|Aurli1|53960|gw1.22.102.1,434948.3759,607311.73,601006.4386,521160,668835.1451,611260.2235,559124.2344,757130.6278,659067.4034,549664.6491,717730.5399,601372.1737,539316.1243,666773.9001,544436.2731
jgi|Aurli1|54089|gw1.4.219.1,jgi|Aurli1|54089|gw1.4.219.1,380502.9906,877634.7863,550694.9692,511700,1204425.596,833195.4554,397512.0495,911235.1104,608069.5466,393589.9086,846626.5854,571645.1669,378418.5327,847491.0365,573025.8664
jgi|Aurli1|54143|gw1.12.180.1,jgi|Aurli1|54143|gw1.12.180.1,251346.4379,198904.28,393988.5639,234710,134762.4221,359495.7993,216900.3097,117585.7161,371467.3983,212822.7464,130151.3635,402772.7204,214556.2142,143862.9639,440169.023
jgi|Aurli1|54189|gw1.10.209.1,jgi|Aurli1|54189|gw1.10.209.1,2269533.442,2262652.913,2670267.416,1668300,1698574.188,1868769.255,1821676.545,1856755.452,2004130.249,1518209.189,1512909.175,1624637.366,1575023.431,1664150.837,1861610.388
jgi|Aurli1|54255|gw1.15.212.1,jgi|Aurli1|54255|gw1.15.212.1,5971.039058,111853.3083,135310.209,5205.1,109798.7527,103689.8509,6312.568272,108821.2121,130960.5156,5911.900506,109855.3831,121259.8474,6548.817685,123847.8366,138438.6761
jgi|Aurli1|54298|gw1.1.548.1,jgi|Aurli1|54298|gw1.1.548.1,210024.5371,262553.6496,160897.1848,217320,266647.0741,176906.7476,201911.3425,288568.9369,163897.5692,172330.416,270897.6103,146906.4462,193108.4205,277548.9086,144700.9388
jgi|Aurli1|54370|gw1.3.264.1,jgi|Aurli1|54370|gw1.3.264.1,64566.56768,139634.5399,106716.7082,51952,118875.5547,96426.03008,71920.94969,154943.2362,124883.9837,64635.80656,152094.321,119072.6546,68315.91973,162638.6446,123042.5055
jgi|Aurli1|54453|gw1.9.251.1,jgi|Aurli1|54453|gw1.9.251.1,134669.3919,298487.1552,155257.8773,159910,305556.1017,163996.6453,161447.8958,313882.3323,172843.5745,151334.7679,327396.96,179443.8781,147903.6727,317492.0147,162807.2968
jgi|Aurli1|54560|gw1.13.176.1,jgi|Aurli1|54560|gw1.13.176.1,40801.84004,91329.74832,57602.76233,42254,90948.37353,60399.75647,55346.10914,113241.1609,71758.21551,44252.91134,114826.4421,63547.3566,40595.23337,118977.1985,66213.91329
jgi|Aurli1|54638|gw1.15.226.1,jgi|Aurli1|54638|gw1.15.226.1,424859.3923,173448.2675,300962.1041,392920,156099.3128,279385.768,465585.7343,194713.3509,267997.5632,402188.7051,180554.8892,278667.1706,414846.5146,188047.3016,285134.7741
jgi|Aurli1|5470|gm1.5470_g,jgi|Aurli1|5470|gm1.5470_g,401744.4967,367972.918,442541.8962,302470,344721.369,339985.3928,328172.372,301046.5748,360709.6863,290191.659,257149.3683,345059.0537,322088.7204,279901.9207,385388.6405
jgi|Aurli1|54745|gw1.1.598.1,jgi|Aurli1|54745|gw1.1.598.1,422839.6441,451858.2301,512369.7927,391170,417286.5082,465658.4403,419188.5508,502300.3191,577270.5321,470189.082,518376.0093,578218.5042,528416.105,583101.5658,631116.1373
jgi|Aurli1|5476|gm1.5476_g,jgi|Aurli1|5476|gm1.5476_g,3116461.656,3735011.496,3523682.626,2682700,3254343.966,2943410.349,2272215.328,2860149.793,2536614.49,2097032.773,2624217.036,2286909.922,2297810.167,2774520.769,2497985.442
jgi|Aurli1|54846|gw1.5.204.1,jgi|Aurli1|54846|gw1.5.204.1,29425.87684,80733.65975,19160.37674,26211,69920.94164,14545.07199,27089.34495,77434.86372,13902.87997,27551.59745,70635.23381,14663.59869,26071.00661,78367.88987,22222.38296
jgi|Aurli1|55246|gw1.12.222.1,jgi|Aurli1|55246|gw1.12.222.1,789623.9588,1283072.679,1387048.51,647900,1004262.894,1027369.9,552687.9661,936623.8993,954173.0506,529327.3306,866510.8215,880203.9717,584413.2417,926738.1589,944805.9066
jgi|Aurli1|5525|gm1.5525_g,jgi|Aurli1|5525|gm1.5525_g,186246.1493,519084.1414,352567.297,128530,313016.6219,205910.9017,114132.626,223862.3948,191635.8121,101777.7461,235085.9003,180678.5837,112346.5182,337700.8055,234483.1025
jgi|Aurli1|55488|gw1.16.181.1,jgi|Aurli1|55488|gw1.16.181.1,221577.1063,35960.58647,52684.40154,227150,36898.53066,62104.44774,251468.6757,40422.26925,77618.69296,304522.9866,52748.45962,98518.92236,320621.0338,52828.50995,124115.0477
jgi|Aurli1|55592|gw1.20.203.1,jgi|Aurli1|55592|gw1.20.203.1,315227.0718,384604.304,466636.1142,407270,464552.8952,583232.1707,413921.6345,427915.1258,545728.8303,368451.8485,431829.3696,542094.5466,411872.003,471386.7502,608304.4328
jgi|Aurli1|55623|gw1.1.687.1,jgi|Aurli1|55623|gw1.1.687.1,88288.36348,335868.0863,262504.2381,99209,372188.3041,306856.0485,86785.25045,367798.1679,306122.1745,79645.71996,344318.6457,288544.8153,79519.2609,355469.4357,296944.2713
jgi|Aurli1|55668|gw1.5.235.1,jgi|Aurli1|55668|gw1.5.235.1,31711.02186,18255.30408,29909.33924,32949,30832.54625,29032.0427,24727.44709,20079.19585,29297.88611,25543.18596,18173.99093,26136.95333,25310.74494,17803.48963,30175.34123
jgi|Aurli1|55702|gw1.18.206.1,jgi|Aurli1|55702|gw1.18.206.1,40735.49082,94297.43753,93686.59047,33327,63951.53992,66249.39235,29190.31302,68826.80144,58189.5448,28234.23453,67493.92621,56951.67696,28122.8325,73206.75641,61898.37242
jgi|Aurli1|55737|gw1.30.65.1,jgi|Aurli1|55737|gw1.30.65.1,255854.2816,248238.1444,256212.54,184400,191450.5493,183530.2924,204105.0856,218132.4825,204250.2422,199868.8468,223446.5924,216637.9139,214614.9217,233461.4027,230619.644
jgi|Aurli1|5577|gm1.5577_g,jgi|Aurli1|5577|gm1.5577_g,70095.01845,84601.55425,149651.7421,56842,73429.45577,133365.6557,63842.75646,81183.80961,157956.0713,68239.40115,83318.96623,157195.6594,71498.84277,101063.3206,178549.4488
jgi|Aurli1|55836|gw1.17.143.1,jgi|Aurli1|55836|gw1.17.143.1,356978.291,630657.3028,644185.8425,272350,479582.3448,489294.037,245747.5483,445180.2561,389291.8919,218342.5864,403057.4825,369800.2017,250827.6428,439926.1074,396148.6609
jgi|Aurli1|55993|gw1.14.209.1,jgi|Aurli1|55993|gw1.14.209.1,178918.464,620590.6918,664874.361,149510,464316.3662,645609.6944,150498.5084,480775.4513,666888.125,149694.0081,453461.0082,773466.6138,142336.2481,476538.2005,742706.6597
jgi|Aurli1|56021|gw1.9.321.1,jgi|Aurli1|56021|gw1.9.321.1,102421.722,134265.0581,177527.6134,95736,126020.7029,175396.1145,96998.23598,146819.5777,179178.9217,92590.50424,152526.1504,191308.8108,93768.54104,135303.0353,177984.3459
jgi|Aurli1|56028|gw1.4.301.1,jgi|Aurli1|56028|gw1.4.301.1,102733.9536,184327.3044,51536.63659,99324,184078.7275,47537.29727,119641.1439,214749.1955,41437.44654,101696.7209,172741.7904,31972.99506,105869.128,196510.3985,35930.16457
jgi|Aurli1|56086|gw1.9.324.1,jgi|Aurli1|56086|gw1.9.324.1,68706.56355,16280.26863,33263.06862,69745,15563.61101,38364.26872,68600.37642,16481.03713,39536.84239,65218.17499,16356.29056,40662.97054,65035.15091,15734.19466,37350.9947
jgi|Aurli1|56290|gw1.12.255.1,jgi|Aurli1|56290|gw1.12.255.1,202891.9965,182637.0849,345379.9442,139880,106980.1149,183193.305,223655.4922,153802.9083,184310.2153,169038.7683,107294.5345,179490.9145,178353.2777,109332.754,189839.974
jgi|Aurli1|56410|gw1.21.186.1,jgi|Aurli1|56410|gw1.21.186.1,132678.9155,95446.03971,152117.557,117160,101835.6083,151528.1127,142090.7705,126255.9781,183983.883,138269.4586,127590.5149,178573.7046,141357.7904,113515.8865,174512.9996
jgi|Aurli1|56523|gw1.6.318.1,jgi|Aurli1|56523|gw1.6.318.1,582985.1831,572937.7087,664332.5452,716050,836238.5751,948665.9199,674822.4392,740308.4348,837424.8679,671232.7939,730384.1447,816598.9955,626036.8342,665166.4927,741484.1922
jgi|Aurli1|56540|gw1.11.246.1,jgi|Aurli1|56540|gw1.11.246.1,549605.6737,1173441.87,640691.6833,468380,992534.9954,597873.6908,457883.4732,1052117.443,652754.5619,396587.84,896055.9845,559815.5115,380532.0015,888354.0444,554677.3215
jgi|Aurli1|56576|gw1.16.219.1,jgi|Aurli1|56576|gw1.16.219.1,185114.3098,104616.1807,479164.2229,106840,64992.26771,270531.1344,109996.4055,82626.6543,357918.9827,112462.9409,79127.20858,337074.6242,122747.5241,113932.2632,359866.7486
jgi|Aurli1|56726|gw1.1.801.1,jgi|Aurli1|56726|gw1.1.801.1,272275.7123,286515.5455,435984.819,240490,260999.9432,411194.3096,211498.0965,218500.0262,439648.337,203666.9018,222743.6144,386180.6292,202990.8437,221299.3322,414785.5236
jgi|Aurli1|56791|gw1.3.369.1,jgi|Aurli1|56791|gw1.3.369.1,107251.5546,520652.9639,862957.8033,96517,368098.3227,584626.6012,72594.53512,373820.2303,568369.5381,75600.53817,316802.0766,470070.0542,93018.06395,335522.0906,516538.6425
jgi|Aurli1|56807|gw1.28.81.1,jgi|Aurli1|56807|gw1.28.81.1,867818.4601,803545.2765,555726.1161,1073300,913662.4151,629294.8577,1151956.733,1010368.247,749000.0757,1192386.71,1038097.719,757050.9091,1201154.727,993493.9827,715362.5993
jgi|Aurli1|56898|gw1.1.821.1,jgi|Aurli1|56898|gw1.1.821.1,414204.4889,483253.3563,430400.7988,436440,507374.5074,436247.5773,421304.9813,451777.1946,419865.8498,364299.3084,412156.0269,354113.5613,409983.5796,481331.3732,404671.3351
jgi|Aurli1|57035|gw1.5.289.1,jgi|Aurli1|57035|gw1.5.289.1,91447.75698,104662.8718,74698.7102,75579,134240.0871,108376.2993,80401.16809,150824.8617,100307.788,81966.07836,132280.3827,102775.7168,86926.18603,126413.8786,90827.02747
