protein,Fasta_headers,T0.1,T0.2,T0.3,T2.1,T2.2,T2.3,T4.1,T4.2,T4.3,T6.1,T6.2,T6.3,T8.1,T8.2,T8.3
jgi|Aurli1|139212|estExt_fgenesh1_kg.C_90194,jgi|Aurli1|139212|estExt_fgenesh1_kg.C_90194,207087.6086,199025.677,127923.8218,201500,175218.7438,121106.2876,200722.6623,171652.3389,131478.1461,198217.9589,171265.5365,130090.9321,217168.6964,182111.514,138196.4892
jgi|Aurli1|139221|estExt_fgenesh1_kg.C_90204,jgi|Aurli1|139221|estExt_fgenesh1_kg.C_90204,176215.7092,42709.32465,75136.58585,172930,37364.68998,73097.20806,131759.8834,44689.54601,73035.4125,149714.2644,50947.83158,73563.75865,143481.0437,55443.93612,89691.05532
jgi|Aurli1|139225|estExt_fgenesh1_kg.C_90208,jgi|Aurli1|139225|estExt_fgenesh1_kg.C_90208,574389.0569,461859.4735,325697.6551,565010,497923.201,371906.2307,619283.0487,537697.606,391598.7235,635581.7175,591164.3644,426161.5718,658834.7378,560413.8815,390612.959
jgi|Aurli1|139252|estExt_fgenesh1_kg.C_90235,jgi|Aurli1|139252|estExt_fgenesh1_kg.C_90235,539946.0085,78269.30109,155103.0728,584520,85487.50926,167575.6836,639403.6353,83290.11782,186470.76,603971.7717,83464.58311,178926.4777,591644.0444,83736.24332,181536.4213
jgi|Aurli1|139270|estExt_fgenesh1_kg.C_90253,jgi|Aurli1|139270|estExt_fgenesh1_kg.C_90253,353016.8526,385080.5537,168913.8475,373130,406839.8088,189770.3688,468117.7197,490925.3123,252873.7504,411526.8564,476940.4749,236346.1668,378986.0382,445910.3109,245819.7586
jgi|Aurli1|139271|estExt_fgenesh1_kg.C_90254,jgi|Aurli1|139271|estExt_fgenesh1_kg.C_90254,51231.3512,38712.56259,127879.592,42697,39168.22393,123720.8448,28739.96752,33872.45177,118019.7532,30530.28539,38655.75836,123176.5808,34692.19779,37414.82846,127540.2632
jgi|Aurli1|139272|estExt_fgenesh1_kg.C_90255,jgi|Aurli1|139272|estExt_fgenesh1_kg.C_90255,1741666.893,869631.9239,848450.4082,1589800,826836.5457,802227.4784,1729288.069,904751.2623,835331.8403,1782047.41,981236.8382,961000.7532,1804471.773,975192.7777,986692.717
jgi|Aurli1|139273|estExt_fgenesh1_kg.C_90257,jgi|Aurli1|139273|estExt_fgenesh1_kg.C_90257,13515.72538,102953.9759,151830.0629,21031,113060.8824,177011.3298,23026.57137,119564.7976,205983.1791,36991.03016,128966.3434,218731.0339,46301.59893,143272.2901,238277.3648
jgi|Aurli1|139274|estExt_fgenesh1_kg.C_90258,jgi|Aurli1|139274|estExt_fgenesh1_kg.C_90258,72025.97575,323065.3742,463307.817,73933,303309.0758,457280.2371,69981.37153,357846.215,491321.364,90225.58199,378473.3361,598938.0398,88401.70031,391810.3998,612560.0035
jgi|Aurli1|139280|estExt_fgenesh1_kg.C_90264,jgi|Aurli1|139280|estExt_fgenesh1_kg.C_90264,739042.4397,571863.8123,504452.6472,1170600,842959.9421,841724.7219,1073677.794,844587.1835,782139.6803,1205350.738,884748.0805,844279.9188,1120431.963,844392.4198,832892.4683
jgi|Aurli1|139287|estExt_fgenesh1_kg.C_90271,jgi|Aurli1|139287|estExt_fgenesh1_kg.C_90271,429250.1492,238909.2535,447749.9626,441690,231690.0527,429403.2477,462763.8268,238658.3853,461546.3576,508990.012,285941.3405,563790.0875,548366.8584,300159.1274,582574.9521
jgi|Aurli1|139292|estExt_fgenesh1_kg.C_90276,jgi|Aurli1|139292|estExt_fgenesh1_kg.C_90276,1632971.267,1415395.386,1651874.816,1616600,1436224.058,1684123.419,1717981.111,1742816.901,1754429.798,1769285.946,1640549.903,1890275.453,1712398.899,1620382.876,1764966.261
jgi|Aurli1|139320|estExt_fgenesh1_kg.C_90304,jgi|Aurli1|139320|estExt_fgenesh1_kg.C_90304,90747.18733,138336.526,316707.9354,80601,129785.4568,297850.3516,87666.61332,147837.391,318241.4799,86937.98557,147615.3466,337133.4197,101798.7437,162696.7436,357560.2061
jgi|Aurli1|139323|estExt_fgenesh1_kg.C_90307,jgi|Aurli1|139323|estExt_fgenesh1_kg.C_90307,40959.90728,394372.0917,676075.5739,21693,258378.413,517693.9379,18654.54767,233173.5022,540833.8462,17104.41413,222070.7639,502560.4497,21319.6158,244035.4323,536340.3092
jgi|Aurli1|139328|estExt_fgenesh1_kg.C_90312,jgi|Aurli1|139328|estExt_fgenesh1_kg.C_90312,1767523.572,1183620.539,1273488.336,1889000,1318156.644,1450323.907,2089661.111,1451986.157,1623221.72,2092069.981,1448837.748,1634279.828,1957306.872,1360776.895,1496946.031
jgi|Aurli1|139330|estExt_fgenesh1_kg.C_90314,jgi|Aurli1|139330|estExt_fgenesh1_kg.C_90314,204892.2302,306032.4443,169654.6978,168390,320644.6835,179091.3553,167294.6561,303280.1097,156346.9156,181871.1301,329987.9362,170107.1521,179752.4723,323185.7229,172909.9526
jgi|Aurli1|139349|estExt_fgenesh1_kg.C_100018,jgi|Aurli1|139349|estExt_fgenesh1_kg.C_100018,252127.0169,141147.333,55585.88057,245120,166210.9294,69304.35714,206917.3289,147309.636,50017.73466,209166.4855,140977.2254,53131.14511,205427.2035,137016.9576,46541.41298
jgi|Aurli1|139352|estExt_fgenesh1_kg.C_100021,jgi|Aurli1|139352|estExt_fgenesh1_kg.C_100021,966825.149,599000.7061,795916.3882,1220800,797309.8368,1034086.407,1119485.469,761729.6364,957155.0524,1048870.871,711092.4187,878969.2661,1119355.66,756837.1314,932558.1664
jgi|Aurli1|139364|estExt_fgenesh1_kg.C_100033,jgi|Aurli1|139364|estExt_fgenesh1_kg.C_100033,1126765.786,990505.9615,1028642.871,1063300,1115037.329,1036433.699,1275946.707,1365472.021,1181210.288,1206363.552,1322502.551,1186493.27,1200274.115,1272853.645,1179796.448
jgi|Aurli1|139387|estExt_fgenesh1_kg.C_100056,jgi|Aurli1|139387|estExt_fgenesh1_kg.C_100056,252478.2774,139802.628,48973.51602,167640,118264.5214,29273.74399,182331.9436,214334.5308,31081.46075,150646.0539,123121.5831,25244.43758,209350.819,151667.6048,38466.20796
jgi|Aurli1|139391|estExt_fgenesh1_kg.C_100060,jgi|Aurli1|139391|estExt_fgenesh1_kg.C_100060,1650827.012,2288893.337,2228853.381,1429400,1994531.153,1883410.775,1085081.392,1530866.692,1338299.89,970914.5263,1394507.587,1165315.13,1050961.463,1495857.217,1224082.063
jgi|Aurli1|139405|estExt_fgenesh1_kg.C_100075,jgi|Aurli1|139405|estExt_fgenesh1_kg.C_100075,1747033.374,1394104.224,1347131.058,1509300,1202750.182,1171321.608,1343208.61,1122233.475,1153528.309,1248800.487,1037796.443,1054462.086,1354576.902,1089454.269,1090221.874
jgi|Aurli1|139427|estExt_fgenesh1_kg.C_100097,jgi|Aurli1|139427|estExt_fgenesh1_kg.C_100097,2484387.811,2317281.553,1730714.547,1791900,1606820.63,1217802.624,1711216.264,1336633.975,1112961.832,1437285.297,1192351.187,933143.4434,1549094.301,1240995.992,1019607.077
jgi|Aurli1|139430|estExt_fgenesh1_kg.C_100100,jgi|Aurli1|139430|estExt_fgenesh1_kg.C_100100,612461.7976,752250.384,640149.8675,556010,729219.0387,621555.7685,544009.6343,805712.3676,614224.8484,654217.5074,871622.4762,750324.7034,791816.9298,931938.0251,877593.2605
jgi|Aurli1|139443|estExt_fgenesh1_kg.C_100113,jgi|Aurli1|139443|estExt_fgenesh1_kg.C_100113,428928.1603,748085.5338,849235.4883,307740,458856.4875,435155.2734,354941.8363,497691.8863,437060.1845,286170.7848,430734.7324,393765.2492,322695.3642,486753.9524,433975.9566
jgi|Aurli1|139450|estExt_fgenesh1_kg.C_100120,jgi|Aurli1|139450|estExt_fgenesh1_kg.C_100120,935465.3877,1323600.594,1423316.998,821520,1116022.866,1110570.919,716348.9332,1003394.341,931959.9506,653285.7179,880731.0631,829910.2976,714528.5526,948370.3768,895584.2913
jgi|Aurli1|139456|estExt_fgenesh1_kg.C_100126,jgi|Aurli1|139456|estExt_fgenesh1_kg.C_100126,178967.2501,380532.8362,266308.0063,223700,347096.5148,274795.7676,163071.459,308859.2348,282086.115,171145.4228,295501.8419,206560.3645,182394.3082,294484.7856,212294.1645
jgi|Aurli1|139461|estExt_fgenesh1_kg.C_100131,jgi|Aurli1|139461|estExt_fgenesh1_kg.C_100131,262655.0762,458180.2112,456618.0502,273590,456363.0771,490653.6067,273531.7397,493997.6008,543467.0101,276994.6839,486069.1469,474021.1121,280592.3274,507805.1797,497705.7237
jgi|Aurli1|139468|estExt_fgenesh1_kg.C_100138,jgi|Aurli1|139468|estExt_fgenesh1_kg.C_100138,152447.0786,393998.5625,407589.2468,134950,339852.8129,339904.051,148990.914,339403.0599,291099.6373,130480.9138,307442.4261,262827.6618,134880.4001,337603.9737,290935.7283
jgi|Aurli1|139479|estExt_fgenesh1_kg.C_100149,jgi|Aurli1|139479|estExt_fgenesh1_kg.C_100149,14549.99255,115738.0116,241351.306,16541,100229.1818,189061.5333,13618.60258,99283.92393,144733.988,14549.08272,82688.2945,140168.4815,14040.86864,96825.96228,136812.5637
jgi|Aurli1|139481|estExt_fgenesh1_kg.C_100151,jgi|Aurli1|139481|estExt_fgenesh1_kg.C_100151,597630.7966,866036.7057,652788.5509,658990,994013.302,847755.6337,791931.5977,1180475.018,1011641.289,909922.827,1354036.137,1178967.446,976031.1694,1383726.025,1306771.609
jgi|Aurli1|139486|estExt_fgenesh1_kg.C_100156,jgi|Aurli1|139486|estExt_fgenesh1_kg.C_100156,316046.6797,314483.5417,305606.2397,378680,342838.992,372498.8636,378560.815,345283.7594,364108.043,422252.5637,397483.8709,413873.3115,356442.3718,344721.109,336074.7635
jgi|Aurli1|139494|estExt_fgenesh1_kg.C_100164,jgi|Aurli1|139494|estExt_fgenesh1_kg.C_100164,545214.9168,329209.929,356625.3869,515060,345746.3282,381109.4719,489900.5257,324154.7079,377431.4019,488774.2312,326874.7477,363309.1781,472546.1678,309687.3738,363095.908
jgi|Aurli1|139498|estExt_fgenesh1_kg.C_100168,jgi|Aurli1|139498|estExt_fgenesh1_kg.C_100168,1396065.541,1295492.524,1207032.967,1292500,1168354.917,1057675.523,1213613.478,1104327.499,960778.4658,1304910.42,1186827.788,1088069.596,1394791.515,1320979.036,1203784.49
jgi|Aurli1|139509|estExt_fgenesh1_kg.C_100179,jgi|Aurli1|139509|estExt_fgenesh1_kg.C_100179,4240202.699,3726513.708,3705025.065,5220500,4744772.597,4933611.259,5166313.338,4792110.344,5000423.125,5062554.124,4685348.66,4930355.781,4668906.82,4243555.584,4462467.622
jgi|Aurli1|139512|estExt_fgenesh1_kg.C_100182,jgi|Aurli1|139512|estExt_fgenesh1_kg.C_100182,427923.1649,674481.612,367660.7378,490970,708138.3877,423256.1333,466648.7816,721761.6135,392566.4675,451401.3699,651982.0077,368882.9919,465168.5964,679565.3772,405859.2045
jgi|Aurli1|139531|estExt_fgenesh1_kg.C_100201,jgi|Aurli1|139531|estExt_fgenesh1_kg.C_100201,149558.9363,175922.8982,159216.45,160370,182363.8919,164798.4428,178186.0591,181246.1723,154917.8054,174528.2238,207900.7351,172106.1992,191425.4732,245516.9584,203367.8453
jgi|Aurli1|139547|estExt_fgenesh1_kg.C_100218,jgi|Aurli1|139547|estExt_fgenesh1_kg.C_100218,235500.6842,598627.177,502097.407,282540,849829.1397,807328.7699,290579.1531,767648.0326,762042.1137,266501.9239,728164.7426,702382.8495,220358.4687,575761.7174,611752.7137
jgi|Aurli1|139555|estExt_fgenesh1_kg.C_100226,jgi|Aurli1|139555|estExt_fgenesh1_kg.C_100226,968913.1978,651920.4505,871261.9601,1106700,770542.6335,985583.467,1680581.173,1178118.968,1387474.788,2029680.597,1438192.652,1764100.301,1895174.806,1280987.514,1676395.032
jgi|Aurli1|139562|estExt_fgenesh1_kg.C_100235,jgi|Aurli1|139562|estExt_fgenesh1_kg.C_100235,207643.7711,140988.5831,171103.2258,189740,143967.344,169504.6457,193590.5812,147403.8779,182712.3125,188363.2722,140113.5666,163569.092,193519.3727,140841.8126,164894.7177
jgi|Aurli1|139565|estExt_fgenesh1_kg.C_100238,jgi|Aurli1|139565|estExt_fgenesh1_kg.C_100238,62167.26298,295825.7599,139500.9885,61398,266262.7144,127880.8957,71791.45119,380341.7752,176286.9426,62201.00009,302139.9631,134700.4996,65879.55994,320125.8389,149879.1265
jgi|Aurli1|139576|estExt_fgenesh1_kg.C_100249,jgi|Aurli1|139576|estExt_fgenesh1_kg.C_100249,488652.211,723890.1822,432501.7173,404240,656131.5645,395297.8021,470707.6895,804063.1329,516178.8806,573172.0776,948739.1675,619669.3345,513895.792,798019.6841,501499.986
jgi|Aurli1|139580|estExt_fgenesh1_kg.C_100254,jgi|Aurli1|139580|estExt_fgenesh1_kg.C_100254,340859.3347,149178.21,170240.7434,285780,138763.7051,134028.0101,342465.5264,136603.7473,133413.6341,318702.392,133334.8498,136111.5917,351872.9741,145896.4312,146211.7241
jgi|Aurli1|139586|estExt_fgenesh1_kg.C_100260,jgi|Aurli1|139586|estExt_fgenesh1_kg.C_100260,1005678.469,733321.7936,764889.1392,1111000,880568.0599,920045.2342,1147028.059,914363.9441,951528.6339,1136479.34,907273.5055,966221.794,1172290.224,934620.2652,956661.5347
jgi|Aurli1|139589|estExt_fgenesh1_kg.C_100263,jgi|Aurli1|139589|estExt_fgenesh1_kg.C_100263,2629575.505,2530099.795,2645940.991,3459100,3167518.097,3326646.328,3274572.31,3196405.171,3505483.746,4046093.322,3860855.84,4125680.513,3792795.755,3833569.861,4046713.351
jgi|Aurli1|139593|estExt_fgenesh1_kg.C_100267,jgi|Aurli1|139593|estExt_fgenesh1_kg.C_100267,9060.570739,381037.1005,261873.9625,10646,442122.0577,285939.5912,9915.332282,453313.3388,284674.2674,12505.22272,452336.2434,273975.2894,10445.03642,415737.5307,301961.0011
jgi|Aurli1|139598|estExt_fgenesh1_kg.C_100273,jgi|Aurli1|139598|estExt_fgenesh1_kg.C_100273,416819.4286,719930.7731,454439.7294,398940,658033.6522,387163.6242,422310.0443,601763.3027,394456.9441,387908.0183,549035.8945,384910.6463,415560.7887,616043.7347,407669.8403
jgi|Aurli1|139603|estExt_fgenesh1_kg.C_100278,jgi|Aurli1|139603|estExt_fgenesh1_kg.C_100278,512459.8705,697332.2586,477726.7524,575600,717796.657,543665.2057,555490.5454,615390.6928,471955.2317,492491.261,583511.9463,436250.8803,484649.6901,600918.6118,445854.65
jgi|Aurli1|139611|estExt_fgenesh1_kg.C_100286,jgi|Aurli1|139611|estExt_fgenesh1_kg.C_100286,354373.1086,224014.7781,257329.3441,364850,237090.7992,338800.1269,359609.5805,231477.1466,362375.1061,297220.5928,215091.1962,362462.5229,290298.6282,201991.0768,353062.4484
jgi|Aurli1|139613|estExt_fgenesh1_kg.C_100288,jgi|Aurli1|139613|estExt_fgenesh1_kg.C_100288,177191.4329,246996.1599,192112.4108,202280,277773.7945,250311.8924,184332.4054,320337.9078,203237.4869,165828.1458,261096.0879,181619.3118,167061.8753,249855.0218,170534.2139
jgi|Aurli1|139617|estExt_fgenesh1_kg.C_100292,jgi|Aurli1|139617|estExt_fgenesh1_kg.C_100292,66252.61832,168965.9175,76449.10704,70742,163747.0852,80670.12762,104777.8096,215390.0409,108886.9508,97095.50389,202628.3998,103716.4449,109871.0201,218336.2799,117910.4486
jgi|Aurli1|139629|estExt_fgenesh1_kg.C_100305,jgi|Aurli1|139629|estExt_fgenesh1_kg.C_100305,148944.2304,265476.5153,70792.10754,166070,294458.9474,87381.98636,195156.1599,336990.4653,91392.16531,179349.2216,315607.0139,87791.0947,179664.4111,319399.6006,85282.09949
jgi|Aurli1|139630|estExt_fgenesh1_kg.C_100306,jgi|Aurli1|139630|estExt_fgenesh1_kg.C_100306,363749.8138,237536.5338,202196.8196,273110,184206.8474,143765.783,327196.3012,197107.0972,147175.8536,271424.2032,186349.4368,137875.4568,318595.6262,196336.1013,159854.9225
jgi|Aurli1|139646|estExt_fgenesh1_kg.C_100322,jgi|Aurli1|139646|estExt_fgenesh1_kg.C_100322,158525.8376,257109.462,365062.2333,225570,389642.1763,581709.9174,225308.0476,346932.994,506658.9806,206360.9888,290560.9105,434404.7015,206836.1826,270664.1696,403771.7836
jgi|Aurli1|139649|estExt_fgenesh1_kg.C_100325,jgi|Aurli1|139649|estExt_fgenesh1_kg.C_100325,1388454.896,872554.7896,759780.59,1864700,1258433.061,1066843.903,2015151.157,1339084.267,1189762.444,1449742.917,1045127.5,865316.9501,1188141.239,838117.721,712917.6643
jgi|Aurli1|139652|estExt_fgenesh1_kg.C_100328,jgi|Aurli1|139652|estExt_fgenesh1_kg.C_100328,794219.6177,948390.5482,551601.6814,920230,1194767.327,794476.769,883537.2845,1165490.543,803407.542,982572.0232,1211833.722,796385.1012,882666.7314,1169921.472,718707.0858
jgi|Aurli1|139664|estExt_fgenesh1_kg.C_110013,jgi|Aurli1|139664|estExt_fgenesh1_kg.C_110013,351075.1623,270285.7033,402768.1917,303440,233197.9254,375148.2815,281765.5244,233541.0459,368642.9363,252028.8023,206002.6944,345141.3674,261776.585,204557.1187,345323.9986
jgi|Aurli1|139686|estExt_fgenesh1_kg.C_110035,jgi|Aurli1|139686|estExt_fgenesh1_kg.C_110035,866101.1863,461710.0618,287018.6397,998390,635060.7689,463438.9718,837227.0776,516643.9481,373965.5281,975563.3457,587368.283,439825.647,946794.852,594944.0915,465010.4848
jgi|Aurli1|139696|estExt_fgenesh1_kg.C_110045,jgi|Aurli1|139696|estExt_fgenesh1_kg.C_110045,18840.24988,60231.57775,10151.08533,11323,45159.30748,6016.154126,7436.30593,31426.87244,3487.704263,7287.201545,32808.98955,3767.027939,9366.775989,35743.51207,4803.835901
jgi|Aurli1|139697|estExt_fgenesh1_kg.C_110046,jgi|Aurli1|139697|estExt_fgenesh1_kg.C_110046,509191.196,698088.6552,500405.6147,477040,595166.2037,460638.4905,487764.767,721940.6732,483241.8271,470310.6198,670631.011,510650.711,493093.7804,722132.6243,474928.6173
jgi|Aurli1|139698|estExt_fgenesh1_kg.C_110047,jgi|Aurli1|139698|estExt_fgenesh1_kg.C_110047,275407.7856,160701.5847,139102.9197,316520,246512.5394,217089.586,369148.0142,262209.4557,215435.5621,336132.9324,246885.8889,229455.3338,324437.019,212874.968,208845.8835
jgi|Aurli1|139711|estExt_fgenesh1_kg.C_110060,jgi|Aurli1|139711|estExt_fgenesh1_kg.C_110060,149315.0054,310234.6474,149585.3973,99386,205080.5354,104678.7345,114934.7435,191377.1849,92453.30782,89745.50784,187474.2017,86021.35003,103403.4145,193314.95,86903.59881
jgi|Aurli1|139715|estExt_fgenesh1_kg.C_110064,jgi|Aurli1|139715|estExt_fgenesh1_kg.C_110064,734983.4289,1799476.749,1972209.6,696580,1582477.849,1792656.591,623796.1678,1449158.897,1547827.713,614403.7628,1433673.507,1508927.814,607749.4589,1315265.962,1455658.922
jgi|Aurli1|139726|estExt_fgenesh1_kg.C_110075,jgi|Aurli1|139726|estExt_fgenesh1_kg.C_110075,984310.1186,1342183.67,1536656.022,952340,1208860.516,1398962.384,987184.3983,1397985.503,1546139.788,1036109.407,1432367.976,1642276.017,1087947.166,1421199.92,1654482.879
jgi|Aurli1|139729|estExt_fgenesh1_kg.C_110078,jgi|Aurli1|139729|estExt_fgenesh1_kg.C_110078,3179590.983,3226918.451,2597066.992,2781500,2768966.66,2206105.23,2749137.012,2509192.667,2070859.571,2549659.648,2418244.47,1961065.239,2587922.889,2476085.247,2010036.393
jgi|Aurli1|139732|estExt_fgenesh1_kg.C_110083,jgi|Aurli1|139732|estExt_fgenesh1_kg.C_110083,104451.2274,198661.486,171888.3058,96690,196762.5974,169202.5191,99133.99469,196390.8582,177952.3625,117425.7327,220845.5736,184547.3278,137854.9116,219323.964,190416.6096
jgi|Aurli1|139739|estExt_fgenesh1_kg.C_110090,jgi|Aurli1|139739|estExt_fgenesh1_kg.C_110090,176274.2526,186363.0383,79651.34913,152140,168743.7612,85233.40138,174562.0341,210574.2759,117074.5149,140315.3443,171677.2808,116980.7106,157883.9417,181046.3645,119375.103
jgi|Aurli1|139742|estExt_fgenesh1_kg.C_110093,jgi|Aurli1|139742|estExt_fgenesh1_kg.C_110093,2713585.32,2466413.072,2503631.406,2679600,2380073.492,2442461.197,2960876.71,2670629.175,2674574.27,3177503.462,2944272.897,3098287.877,3362763.577,3105782.261,3358902.401
jgi|Aurli1|139744|estExt_fgenesh1_kg.C_110095,jgi|Aurli1|139744|estExt_fgenesh1_kg.C_110095,706814.2842,592193.1371,576812.7034,646050,592120.8923,499961.4302,751071.9243,517030.3402,556902.8973,949402.3428,643335.3778,681287.0227,1041372.578,681531.0622,731231.6111
jgi|Aurli1|139747|estExt_fgenesh1_kg.C_110098,jgi|Aurli1|139747|estExt_fgenesh1_kg.C_110098,2675922.383,2026302.334,1988795.799,2239500,1779881.046,1683193.798,2088694.704,1595705.173,1419545.373,1958783.57,1542434.253,1420616.967,2011122.048,1519677.833,1368932.927
jgi|Aurli1|139750|estExt_fgenesh1_kg.C_110101,jgi|Aurli1|139750|estExt_fgenesh1_kg.C_110101,185465.5703,52493.92111,67672.79643,166810,51118.85382,69413.58753,171421.2125,40251.69127,61864.72133,141399.056,35241.29358,52318.59125,163529.6429,41293.90925,59680.63188
jgi|Aurli1|139751|estExt_fgenesh1_kg.C_110102,jgi|Aurli1|139751|estExt_fgenesh1_kg.C_110102,2223088.991,1754466.485,2087428.393,1864100,1501565.206,1759655.07,1696720.165,1317597.096,1522621.359,1708111.94,1347809.76,1572544.549,1709267.834,1338989.746,1507094.818
jgi|Aurli1|139753|estExt_fgenesh1_kg.C_110104,jgi|Aurli1|139753|estExt_fgenesh1_kg.C_110104,185650.9578,179396.7194,286056.6402,188970,176076.1615,306797.9473,159544.0747,267675.4904,313762.8508,155102.4384,189472.6678,289320.9159,140095.5799,159423.8297,234079.4576
jgi|Aurli1|139758|estExt_fgenesh1_kg.C_110109,jgi|Aurli1|139758|estExt_fgenesh1_kg.C_110109,163355.6702,140960.5684,129737.2462,167390,120905.7623,121396.794,206907.6649,146348.3678,112347.1981,184190.4757,125260.6448,121765.4887,183519.5346,130403.3476,127459.5342
jgi|Aurli1|139772|estExt_fgenesh1_kg.C_110123,jgi|Aurli1|139772|estExt_fgenesh1_kg.C_110123,402915.3652,683026.0917,613302.3405,269550,489418.0109,435166.8937,276025.0689,488917.9582,373526.6675,276305.9699,479852.8125,359605.0614,307705.3915,544891.7485,411141.1866
jgi|Aurli1|139776|estExt_fgenesh1_kg.C_110127,jgi|Aurli1|139776|estExt_fgenesh1_kg.C_110127,39814.4076,177594.4412,79378.22973,32943,151102.6368,70520.99774,28665.55421,157647.981,76838.87137,24402.75664,128544.5565,66342.49486,23467.33055,133763.4101,73525.65276
jgi|Aurli1|139779|estExt_fgenesh1_kg.C_110130,jgi|Aurli1|139779|estExt_fgenesh1_kg.C_110130,52112.42974,242345.7218,79642.50316,55807,241328.6112,96706.0782,47187.70416,218622.5408,103665.6345,47434.16222,181539.0585,96708.02083,52468.8181,200509.5507,98225.26228
jgi|Aurli1|139782|estExt_fgenesh1_kg.C_110133,jgi|Aurli1|139782|estExt_fgenesh1_kg.C_110133,798171.2989,314660.968,256533.2065,909610,395910.196,286508.9837,1034151.762,438583.3177,283582.7423,1005795.864,422399.4213,287533.5326,971226.9419,423774.5678,278664.9226
jgi|Aurli1|139786|estExt_fgenesh1_kg.C_110137,jgi|Aurli1|139786|estExt_fgenesh1_kg.C_110137,370296.9202,83598.62844,308381.6637,296070,76407.75063,258562.2727,290569.489,65797.86427,259029.0522,274108.1621,66519.7995,210158.6494,303556.7307,63846.99731,254180.9748
