"cluster","Aplke1.FilteredModels1","Aurli1.FilteredModels1","Honfer1.CEA_gene_models","LabyHa_1.DU_gene_models","Schag1.FilteredModels1","TOTAL"
12418,1,0,0,0,0,1
12419,0,0,1,0,0,1
12420,0,1,0,0,0,1
12421,0,1,0,0,0,1
12422,0,1,0,0,0,1
12423,0,0,0,0,1,1
12424,0,0,0,0,1,1
12425,1,0,0,0,0,1
12426,0,1,0,0,0,1
12427,0,0,0,0,1,1
12428,1,0,0,0,0,1
12429,0,0,0,0,1,1
12430,0,1,0,0,0,1
12431,0,1,0,0,0,1
12432,1,0,0,0,0,1
12433,0,1,0,0,0,1
12434,0,1,0,0,0,1
12435,0,0,0,0,1,1
12436,1,0,0,0,0,1
12437,1,0,0,0,0,1
12438,0,1,0,0,0,1
12439,0,1,0,0,0,1
12440,1,0,0,0,0,1
12441,0,1,0,0,0,1
12442,1,0,0,0,0,1
12443,0,0,1,0,0,1
12444,1,0,0,0,0,1
12445,1,0,0,0,0,1
12446,1,0,0,0,0,1
12447,1,0,0,0,0,1
12448,0,1,0,0,0,1
12449,0,1,0,0,0,1
12450,0,1,0,0,0,1
12451,0,1,0,0,0,1
12452,1,0,0,0,0,1
12453,1,0,0,0,0,1
12454,1,0,0,0,0,1
12455,1,0,0,0,0,1
12456,1,0,0,0,0,1
12457,1,0,0,0,0,1
12458,1,0,0,0,0,1
12459,1,0,0,0,0,1
12460,0,0,0,0,1,1
12461,0,1,0,0,0,1
12462,1,0,0,0,0,1
12463,1,0,0,0,0,1
12464,0,1,0,0,0,1
12465,0,1,0,0,0,1
12466,1,0,0,0,0,1
12467,1,0,0,0,0,1
12468,0,1,0,0,0,1
12469,0,1,0,0,0,1
12470,0,0,0,0,1,1
12471,1,0,0,0,0,1
12472,1,0,0,0,0,1
12473,0,1,0,0,0,1
12474,0,1,0,0,0,1
12475,0,0,0,0,1,1
12476,1,0,0,0,0,1
12477,1,0,0,0,0,1
12478,0,1,0,0,0,1
12479,0,1,0,0,0,1
12480,0,0,0,0,1,1
12481,0,0,1,0,0,1
12482,0,0,1,0,0,1
12483,0,0,1,0,0,1
12484,1,0,0,0,0,1
12485,0,1,0,0,0,1
12486,0,1,0,0,0,1
12487,0,0,1,0,0,1
12488,0,0,1,0,0,1
12489,0,0,1,0,0,1
12490,0,0,1,0,0,1
12491,0,1,0,0,0,1
12492,0,1,0,0,0,1
12493,0,0,0,0,1,1
12494,0,0,0,0,1,1
12495,0,0,0,0,1,1
12496,0,0,0,0,1,1
12497,0,0,0,0,1,1
12498,0,1,0,0,0,1
12499,0,1,0,0,0,1
12500,0,0,0,0,1,1
12501,0,0,0,0,1,1
12502,0,0,0,0,1,1
12503,0,1,0,0,0,1
12504,1,0,0,0,0,1
12505,0,1,0,0,0,1
12506,0,1,0,0,0,1
12507,0,1,0,0,0,1
12508,0,1,0,0,0,1
12509,0,1,0,0,0,1
12510,1,0,0,0,0,1
12511,0,1,0,0,0,1
12512,1,0,0,0,0,1
12513,0,1,0,0,0,1
12514,0,1,0,0,0,1
12515,0,1,0,0,0,1
12516,0,0,0,0,1,1
12517,1,0,0,0,0,1
12518,1,0,0,0,0,1
12519,0,0,0,0,1,1
12520,0,0,0,0,1,1
12521,0,1,0,0,0,1
12522,0,0,0,0,1,1
12523,0,0,0,0,1,1
12524,0,1,0,0,0,1
12525,0,0,1,0,0,1
12526,1,0,0,0,0,1
12527,1,0,0,0,0,1
12528,1,0,0,0,0,1
12529,0,0,0,0,1,1
12530,1,0,0,0,0,1
12531,0,1,0,0,0,1
12532,0,0,1,0,0,1
12533,0,0,1,0,0,1
12534,0,0,1,0,0,1
12535,0,0,1,0,0,1
12536,0,1,0,0,0,1
12537,1,0,0,0,0,1
12538,0,0,1,0,0,1
12539,0,0,1,0,0,1
12540,1,0,0,0,0,1
12541,1,0,0,0,0,1
12542,0,0,1,0,0,1
12543,1,0,0,0,0,1
12544,0,0,1,0,0,1
12545,0,0,1,0,0,1
12546,0,0,1,0,0,1
12547,0,0,1,0,0,1
12548,0,0,1,0,0,1
12549,0,0,0,0,1,1
12550,0,1,0,0,0,1
12551,0,1,0,0,0,1
12552,0,1,0,0,0,1
12553,0,0,0,0,1,1
12554,0,0,1,0,0,1
12555,0,0,0,0,1,1
12556,0,0,0,0,1,1
12557,0,1,0,0,0,1
12558,0,1,0,0,0,1
12559,0,1,0,0,0,1
12560,0,0,0,0,1,1
12561,0,1,0,0,0,1
12562,1,0,0,0,0,1
12563,0,1,0,0,0,1
12564,1,0,0,0,0,1
12565,0,1,0,0,0,1
12566,1,0,0,0,0,1
12567,0,1,0,0,0,1
12568,0,1,0,0,0,1
12569,0,1,0,0,0,1
12570,0,0,0,0,1,1
12571,1,0,0,0,0,1
12572,0,0,1,0,0,1
12573,0,0,0,1,0,1
12574,0,1,0,0,0,1
12575,0,1,0,0,0,1
12576,0,0,0,1,0,1
12577,0,0,0,1,0,1
12578,0,0,0,1,0,1
12579,0,1,0,0,0,1
12580,0,1,0,0,0,1
12581,0,1,0,0,0,1
12582,0,1,0,0,0,1
12583,0,1,0,0,0,1
12584,0,1,0,0,0,1
12585,0,1,0,0,0,1
12586,0,0,1,0,0,1
12587,0,0,1,0,0,1
12588,1,0,0,0,0,1
12589,0,0,1,0,0,1
12590,0,0,1,0,0,1
12591,0,0,1,0,0,1
12592,0,0,1,0,0,1
12593,0,0,1,0,0,1
12594,0,0,1,0,0,1
12595,0,0,1,0,0,1
12596,0,0,1,0,0,1
12597,0,0,0,1,0,1
12598,0,0,0,0,1,1
12599,1,0,0,0,0,1
12600,0,0,0,0,1,1
12601,1,0,0,0,0,1
12602,0,0,0,0,1,1
12603,0,1,0,0,0,1
12604,0,1,0,0,0,1
12605,1,0,0,0,0,1
12606,0,0,0,0,1,1
12607,0,1,0,0,0,1
12608,0,1,0,0,0,1
12609,0,0,1,0,0,1
12610,0,0,1,0,0,1
12611,0,0,0,0,1,1
12612,0,0,0,0,1,1
12613,1,0,0,0,0,1
12614,0,1,0,0,0,1
12615,1,0,0,0,0,1
12616,1,0,0,0,0,1
12617,0,1,0,0,0,1
12618,0,1,0,0,0,1
12619,1,0,0,0,0,1
12620,1,0,0,0,0,1
12621,0,0,1,0,0,1
12622,0,0,0,1,0,1
12623,0,0,0,1,0,1
12624,0,0,1,0,0,1
12625,0,1,0,0,0,1
12626,0,1,0,0,0,1
12627,1,0,0,0,0,1
12628,1,0,0,0,0,1
12629,1,0,0,0,0,1
12630,1,0,0,0,0,1
12631,0,0,1,0,0,1
12632,1,0,0,0,0,1
12633,0,0,0,1,0,1
12634,0,0,0,1,0,1
12635,0,0,0,1,0,1
12636,0,0,0,1,0,1
12637,0,0,0,1,0,1
12638,1,0,0,0,0,1
12639,1,0,0,0,0,1
12640,1,0,0,0,0,1
12641,1,0,0,0,0,1
12642,1,0,0,0,0,1
12643,1,0,0,0,0,1
12644,1,0,0,0,0,1
12645,1,0,0,0,0,1
12646,1,0,0,0,0,1
12647,0,1,0,0,0,1
12648,0,1,0,0,0,1
12649,0,1,0,0,0,1
12650,0,1,0,0,0,1
12651,1,0,0,0,0,1
12652,1,0,0,0,0,1
12653,0,1,0,0,0,1
12654,0,0,0,1,0,1
12655,0,0,0,1,0,1
12656,0,0,0,1,0,1
12657,0,0,0,1,0,1
12658,0,0,0,1,0,1
12659,1,0,0,0,0,1
12660,0,0,0,1,0,1
12661,1,0,0,0,0,1
12662,1,0,0,0,0,1
12663,1,0,0,0,0,1
12664,1,0,0,0,0,1
12665,0,0,0,0,1,1
12666,1,0,0,0,0,1
12667,1,0,0,0,0,1
12668,0,0,1,0,0,1
12669,1,0,0,0,0,1
12670,1,0,0,0,0,1
12671,1,0,0,0,0,1
12672,0,1,0,0,0,1
12673,0,1,0,0,0,1
12674,1,0,0,0,0,1
12675,1,0,0,0,0,1
12676,0,1,0,0,0,1
12677,1,0,0,0,0,1
12678,0,1,0,0,0,1
12679,0,1,0,0,0,1
12680,0,1,0,0,0,1
12681,0,1,0,0,0,1
12682,0,1,0,0,0,1
12683,0,1,0,0,0,1
12684,0,1,0,0,0,1
12685,0,1,0,0,0,1
12686,0,1,0,0,0,1
12687,0,1,0,0,0,1
12688,0,1,0,0,0,1
12689,1,0,0,0,0,1
12690,0,1,0,0,0,1
12691,0,1,0,0,0,1
12692,1,0,0,0,0,1
12693,0,0,1,0,0,1
12694,0,1,0,0,0,1
12695,1,0,0,0,0,1
12696,1,0,0,0,0,1
12697,1,0,0,0,0,1
12698,0,1,0,0,0,1
12699,1,0,0,0,0,1
12700,1,0,0,0,0,1
12701,1,0,0,0,0,1
12702,1,0,0,0,0,1
12703,1,0,0,0,0,1
12704,0,1,0,0,0,1
12705,0,0,1,0,0,1
12706,0,0,0,0,1,1
12707,0,1,0,0,0,1
12708,0,0,0,0,1,1
12709,0,0,1,0,0,1
12710,1,0,0,0,0,1
12711,1,0,0,0,0,1
12712,1,0,0,0,0,1
12713,1,0,0,0,0,1
12714,1,0,0,0,0,1
12715,1,0,0,0,0,1
12716,0,0,0,0,1,1
12717,0,1,0,0,0,1
12718,0,0,0,1,0,1
12719,0,1,0,0,0,1
12720,0,1,0,0,0,1
12721,0,1,0,0,0,1
12722,0,0,0,0,1,1
12723,1,0,0,0,0,1
12724,0,0,0,0,1,1
12725,1,0,0,0,0,1
12726,0,1,0,0,0,1
12727,0,1,0,0,0,1
12728,0,1,0,0,0,1
12729,0,1,0,0,0,1
12730,0,1,0,0,0,1
12731,0,1,0,0,0,1
12732,0,1,0,0,0,1
12733,0,1,0,0,0,1
12734,0,0,0,1,0,1
12735,0,0,0,1,0,1
12736,0,1,0,0,0,1
12737,0,1,0,0,0,1
12738,0,1,0,0,0,1
12739,1,0,0,0,0,1
12740,0,1,0,0,0,1
12741,1,0,0,0,0,1
12742,0,0,0,1,0,1
12743,0,0,0,1,0,1
12744,0,0,1,0,0,1
12745,1,0,0,0,0,1
12746,1,0,0,0,0,1
12747,1,0,0,0,0,1
12748,1,0,0,0,0,1
12749,0,1,0,0,0,1
12750,0,0,1,0,0,1
12751,0,0,1,0,0,1
12752,1,0,0,0,0,1
12753,1,0,0,0,0,1
12754,1,0,0,0,0,1
12755,0,1,0,0,0,1
12756,0,0,0,0,1,1
12757,0,0,0,0,1,1
12758,0,0,0,0,1,1
12759,0,0,0,0,1,1
12760,1,0,0,0,0,1
12761,1,0,0,0,0,1
12762,1,0,0,0,0,1
12763,0,0,0,0,1,1
12764,1,0,0,0,0,1
12765,0,1,0,0,0,1
12766,0,1,0,0,0,1
12767,1,0,0,0,0,1
12768,0,1,0,0,0,1
12769,0,0,0,1,0,1
12770,1,0,0,0,0,1
12771,1,0,0,0,0,1
12772,1,0,0,0,0,1
12773,1,0,0,0,0,1
12774,1,0,0,0,0,1
12775,1,0,0,0,0,1
12776,0,1,0,0,0,1
12777,1,0,0,0,0,1
12778,0,1,0,0,0,1
12779,0,0,0,1,0,1
12780,0,0,0,1,0,1
12781,0,1,0,0,0,1
12782,0,0,0,1,0,1
12783,0,0,0,1,0,1
12784,1,0,0,0,0,1
12785,1,0,0,0,0,1
12786,0,0,0,0,1,1
12787,0,1,0,0,0,1
12788,0,1,0,0,0,1
12789,1,0,0,0,0,1
12790,1,0,0,0,0,1
12791,0,1,0,0,0,1
12792,0,0,0,0,1,1
12793,0,1,0,0,0,1
12794,1,0,0,0,0,1
12795,0,1,0,0,0,1
12796,1,0,0,0,0,1
12797,0,1,0,0,0,1
12798,0,1,0,0,0,1
12799,0,1,0,0,0,1
12800,1,0,0,0,0,1
12801,0,1,0,0,0,1
12802,0,1,0,0,0,1
12803,0,0,0,0,1,1
12804,0,1,0,0,0,1
12805,0,1,0,0,0,1
12806,1,0,0,0,0,1
12807,0,0,0,0,1,1
12808,0,0,1,0,0,1
12809,0,0,0,1,0,1
12810,1,0,0,0,0,1
12811,0,0,0,1,0,1
12812,0,0,0,1,0,1
12813,1,0,0,0,0,1
12814,0,0,0,1,0,1
12815,0,1,0,0,0,1
12816,1,0,0,0,0,1
12817,1,0,0,0,0,1
12818,0,1,0,0,0,1
12819,0,1,0,0,0,1
12820,0,1,0,0,0,1
12821,1,0,0,0,0,1
12822,0,1,0,0,0,1
12823,0,1,0,0,0,1
12824,0,1,0,0,0,1
12825,0,1,0,0,0,1
12826,0,1,0,0,0,1
12827,1,0,0,0,0,1
12828,0,1,0,0,0,1
12829,1,0,0,0,0,1
12830,0,1,0,0,0,1
12831,1,0,0,0,0,1
12832,0,1,0,0,0,1
12833,0,1,0,0,0,1
12834,0,0,0,1,0,1
12835,0,0,0,1,0,1
12836,0,0,0,1,0,1
12837,0,0,0,1,0,1
12838,0,0,0,1,0,1
12839,0,0,0,1,0,1
12840,0,0,0,1,0,1
12841,0,0,0,1,0,1
12842,1,0,0,0,0,1
12843,0,0,0,1,0,1
12844,0,0,0,1,0,1
12845,1,0,0,0,0,1
12846,0,0,0,0,1,1
12847,0,0,0,0,1,1
12848,0,0,0,1,0,1
12849,1,0,0,0,0,1
12850,1,0,0,0,0,1
12851,0,0,0,0,1,1
12852,1,0,0,0,0,1
12853,1,0,0,0,0,1
12854,1,0,0,0,0,1
12855,1,0,0,0,0,1
12856,0,1,0,0,0,1
12857,0,0,0,0,1,1
12858,0,1,0,0,0,1
12859,0,1,0,0,0,1
12860,1,0,0,0,0,1
12861,1,0,0,0,0,1
12862,1,0,0,0,0,1
12863,0,1,0,0,0,1
12864,0,1,0,0,0,1
12865,1,0,0,0,0,1
12866,0,1,0,0,0,1
12867,0,0,0,1,0,1
12868,0,1,0,0,0,1
12869,0,1,0,0,0,1
12870,0,1,0,0,0,1
12871,0,1,0,0,0,1
12872,0,1,0,0,0,1
12873,0,1,0,0,0,1
12874,0,1,0,0,0,1
12875,0,1,0,0,0,1
12876,1,0,0,0,0,1
12877,0,1,0,0,0,1
12878,0,1,0,0,0,1
12879,0,1,0,0,0,1
12880,1,0,0,0,0,1
12881,1,0,0,0,0,1
12882,1,0,0,0,0,1
12883,1,0,0,0,0,1
12884,0,1,0,0,0,1
12885,1,0,0,0,0,1
12886,0,1,0,0,0,1
12887,0,0,0,0,1,1
12888,0,0,1,0,0,1
12889,1,0,0,0,0,1
12890,0,0,1,0,0,1
12891,1,0,0,0,0,1
12892,1,0,0,0,0,1
12893,0,0,1,0,0,1
12894,1,0,0,0,0,1
12895,1,0,0,0,0,1
12896,1,0,0,0,0,1
12897,1,0,0,0,0,1
12898,1,0,0,0,0,1
12899,0,1,0,0,0,1
12900,1,0,0,0,0,1
12901,1,0,0,0,0,1
12902,1,0,0,0,0,1
12903,0,0,1,0,0,1
12904,0,1,0,0,0,1
12905,0,0,0,0,1,1
12906,0,1,0,0,0,1
12907,0,0,0,0,1,1
12908,0,1,0,0,0,1
12909,0,1,0,0,0,1
12910,1,0,0,0,0,1
12911,0,1,0,0,0,1
12912,0,0,1,0,0,1
12913,1,0,0,0,0,1
12914,1,0,0,0,0,1
12915,1,0,0,0,0,1
12916,0,1,0,0,0,1
12917,0,1,0,0,0,1
12918,0,1,0,0,0,1
12919,0,0,1,0,0,1
12920,0,1,0,0,0,1
12921,0,1,0,0,0,1
12922,0,1,0,0,0,1
12923,1,0,0,0,0,1
12924,0,1,0,0,0,1
12925,0,1,0,0,0,1
12926,1,0,0,0,0,1
12927,1,0,0,0,0,1
12928,0,1,0,0,0,1
12929,0,1,0,0,0,1
12930,0,1,0,0,0,1
12931,1,0,0,0,0,1
12932,0,0,0,0,1,1
12933,1,0,0,0,0,1
12934,0,0,1,0,0,1
12935,0,0,1,0,0,1
12936,1,0,0,0,0,1
12937,1,0,0,0,0,1
12938,1,0,0,0,0,1
12939,0,0,1,0,0,1
12940,0,0,1,0,0,1
12941,1,0,0,0,0,1
12942,0,0,0,0,1,1
12943,0,0,0,1,0,1
12944,0,0,0,1,0,1
12945,0,1,0,0,0,1
12946,1,0,0,0,0,1
12947,0,1,0,0,0,1
12948,0,1,0,0,0,1
12949,0,1,0,0,0,1
12950,0,0,0,0,1,1
12951,1,0,0,0,0,1
12952,0,1,0,0,0,1
12953,0,0,0,0,1,1
12954,0,1,0,0,0,1
12955,0,0,1,0,0,1
12956,0,0,0,1,0,1
12957,0,0,0,1,0,1
12958,0,0,1,0,0,1
12959,0,0,0,0,1,1
12960,0,1,0,0,0,1
12961,0,0,0,0,1,1
12962,0,0,0,1,0,1
12963,0,1,0,0,0,1
12964,0,1,0,0,0,1
12965,0,0,0,1,0,1
12966,0,0,0,0,1,1
12967,0,1,0,0,0,1
12968,0,1,0,0,0,1
12969,0,0,0,1,0,1
12970,1,0,0,0,0,1
12971,1,0,0,0,0,1
12972,0,0,1,0,0,1
12973,0,1,0,0,0,1
12974,0,0,0,0,1,1
12975,0,1,0,0,0,1
12976,0,0,0,0,1,1
12977,0,1,0,0,0,1
12978,0,1,0,0,0,1
12979,0,0,0,1,0,1
12980,0,0,0,1,0,1
12981,0,1,0,0,0,1
12982,0,1,0,0,0,1
12983,0,0,0,0,1,1
12984,0,1,0,0,0,1
12985,0,1,0,0,0,1
12986,0,0,0,1,0,1
12987,0,0,0,1,0,1
12988,0,1,0,0,0,1
12989,0,1,0,0,0,1
12990,0,1,0,0,0,1
12991,0,1,0,0,0,1
12992,1,0,0,0,0,1
12993,0,1,0,0,0,1
12994,1,0,0,0,0,1
12995,0,0,0,0,1,1
12996,0,1,0,0,0,1
12997,0,1,0,0,0,1
12998,0,0,0,0,1,1
12999,0,0,0,0,1,1
13000,0,0,0,0,1,1
13001,0,1,0,0,0,1
13002,0,0,1,0,0,1
13003,1,0,0,0,0,1
13004,1,0,0,0,0,1
13005,0,1,0,0,0,1
13006,0,0,0,1,0,1
13007,1,0,0,0,0,1
13008,0,0,1,0,0,1
13009,0,1,0,0,0,1
13010,1,0,0,0,0,1
13011,1,0,0,0,0,1
13012,1,0,0,0,0,1
13013,0,1,0,0,0,1
13014,1,0,0,0,0,1
13015,1,0,0,0,0,1
13016,0,1,0,0,0,1
13017,0,0,1,0,0,1
13018,0,0,1,0,0,1
13019,0,0,1,0,0,1
13020,1,0,0,0,0,1
13021,1,0,0,0,0,1
13022,0,1,0,0,0,1
13023,0,0,1,0,0,1
13024,0,1,0,0,0,1
13025,0,1,0,0,0,1
13026,1,0,0,0,0,1
13027,0,0,0,0,1,1
13028,0,0,1,0,0,1
13029,0,0,0,0,1,1
13030,1,0,0,0,0,1
13031,1,0,0,0,0,1
13032,0,1,0,0,0,1
13033,1,0,0,0,0,1
13034,0,1,0,0,0,1
13035,0,0,0,1,0,1
13036,0,0,0,1,0,1
13037,0,1,0,0,0,1
13038,1,0,0,0,0,1
13039,0,1,0,0,0,1
13040,0,0,0,1,0,1
13041,0,0,0,1,0,1
13042,0,1,0,0,0,1
13043,1,0,0,0,0,1
13044,0,1,0,0,0,1
13045,0,0,0,0,1,1
13046,0,0,0,0,1,1
13047,0,0,0,0,1,1
13048,0,1,0,0,0,1
13049,0,0,0,1,0,1
13050,0,1,0,0,0,1
13051,0,0,0,1,0,1
13052,0,0,0,1,0,1
13053,0,0,0,1,0,1
13054,1,0,0,0,0,1
13055,0,0,0,0,1,1
13056,0,1,0,0,0,1
13057,0,0,1,0,0,1
13058,0,1,0,0,0,1
13059,0,1,0,0,0,1
13060,0,0,1,0,0,1
13061,0,0,0,0,1,1
13062,0,0,0,0,1,1
13063,0,0,0,0,1,1
13064,0,1,0,0,0,1
13065,0,1,0,0,0,1
13066,0,0,0,0,1,1
13067,1,0,0,0,0,1
13068,0,1,0,0,0,1
13069,0,1,0,0,0,1
13070,0,1,0,0,0,1
13071,0,1,0,0,0,1
13072,0,1,0,0,0,1
13073,0,1,0,0,0,1
13074,1,0,0,0,0,1
13075,0,1,0,0,0,1
13076,0,1,0,0,0,1
13077,0,1,0,0,0,1
13078,0,1,0,0,0,1
13079,0,1,0,0,0,1
13080,0,1,0,0,0,1
13081,0,1,0,0,0,1
13082,0,0,0,0,1,1
13083,0,0,0,0,1,1
13084,0,1,0,0,0,1
13085,0,0,1,0,0,1
13086,1,0,0,0,0,1
13087,0,1,0,0,0,1
13088,0,1,0,0,0,1
13089,0,1,0,0,0,1
13090,0,0,0,0,1,1
13091,0,1,0,0,0,1
13092,1,0,0,0,0,1
13093,0,1,0,0,0,1
13094,0,1,0,0,0,1
13095,0,1,0,0,0,1
13096,0,1,0,0,0,1
13097,0,0,0,0,1,1
13098,0,0,1,0,0,1
13099,0,0,0,0,1,1
13100,0,1,0,0,0,1
13101,0,0,1,0,0,1
13102,0,0,1,0,0,1
13103,0,1,0,0,0,1
13104,0,0,0,1,0,1
13105,0,0,0,1,0,1
13106,0,0,0,1,0,1
13107,0,1,0,0,0,1
13108,0,0,0,1,0,1
13109,0,1,0,0,0,1
13110,0,0,0,1,0,1
13111,0,1,0,0,0,1
13112,0,1,0,0,0,1
13113,0,1,0,0,0,1
13114,1,0,0,0,0,1
13115,1,0,0,0,0,1
13116,1,0,0,0,0,1
13117,1,0,0,0,0,1
13118,1,0,0,0,0,1
13119,1,0,0,0,0,1
13120,1,0,0,0,0,1
13121,1,0,0,0,0,1
13122,0,1,0,0,0,1
13123,0,0,0,0,1,1
13124,0,1,0,0,0,1
13125,0,1,0,0,0,1
13126,0,0,0,0,1,1
13127,0,0,0,0,1,1
13128,0,0,0,0,1,1
13129,0,1,0,0,0,1
13130,0,0,0,0,1,1
13131,0,1,0,0,0,1
13132,0,0,0,0,1,1
13133,0,0,0,0,1,1
13134,0,1,0,0,0,1
13135,0,0,0,0,1,1
13136,0,0,0,0,1,1
13137,0,1,0,0,0,1
13138,0,1,0,0,0,1
13139,0,0,0,0,1,1
13140,0,0,0,0,1,1
13141,1,0,0,0,0,1
13142,0,1,0,0,0,1
13143,0,0,0,0,1,1
13144,0,0,1,0,0,1
13145,0,0,0,0,1,1
13146,0,0,0,0,1,1
13147,0,1,0,0,0,1
13148,0,0,0,1,0,1
13149,0,0,0,0,1,1
13150,0,0,0,1,0,1
13151,0,0,0,1,0,1
13152,0,0,0,0,1,1
13153,0,0,0,0,1,1
13154,0,0,1,0,0,1
13155,0,1,0,0,0,1
13156,0,1,0,0,0,1
13157,0,0,0,0,1,1
13158,0,1,0,0,0,1
13159,1,0,0,0,0,1
13160,0,0,0,0,1,1
13161,0,0,0,0,1,1
13162,1,0,0,0,0,1
13163,1,0,0,0,0,1
13164,1,0,0,0,0,1
13165,1,0,0,0,0,1
13166,0,0,0,1,0,1
13167,1,0,0,0,0,1
13168,0,0,0,1,0,1
13169,0,0,0,1,0,1
13170,0,0,0,1,0,1
13171,0,0,0,1,0,1
13172,0,0,0,1,0,1
13173,0,0,0,1,0,1
13174,0,0,1,0,0,1
13175,0,1,0,0,0,1
13176,0,0,1,0,0,1
13177,0,0,1,0,0,1
13178,1,0,0,0,0,1
13179,0,0,0,0,1,1
13180,0,0,0,0,1,1
13181,0,1,0,0,0,1
13182,0,0,0,0,1,1
13183,0,1,0,0,0,1
13184,0,1,0,0,0,1
13185,0,0,0,0,1,1
13186,0,1,0,0,0,1
13187,0,1,0,0,0,1
13188,0,1,0,0,0,1
13189,0,0,0,0,1,1
13190,0,0,0,0,1,1
13191,0,1,0,0,0,1
13192,0,1,0,0,0,1
13193,0,1,0,0,0,1
13194,0,1,0,0,0,1
13195,0,1,0,0,0,1
13196,1,0,0,0,0,1
13197,1,0,0,0,0,1
13198,0,0,0,0,1,1
13199,0,0,0,1,0,1
13200,0,1,0,0,0,1
13201,0,0,0,0,1,1
13202,0,1,0,0,0,1
13203,0,1,0,0,0,1
13204,0,1,0,0,0,1
13205,1,0,0,0,0,1
13206,1,0,0,0,0,1
13207,1,0,0,0,0,1
13208,1,0,0,0,0,1
13209,1,0,0,0,0,1
13210,1,0,0,0,0,1
13211,0,0,0,1,0,1
13212,0,0,0,1,0,1
13213,0,0,0,1,0,1
13214,0,0,0,1,0,1
13215,0,0,0,1,0,1
13216,0,0,0,1,0,1
13217,1,0,0,0,0,1
13218,1,0,0,0,0,1
13219,1,0,0,0,0,1
13220,1,0,0,0,0,1
13221,0,0,0,1,0,1
13222,0,0,1,0,0,1
13223,0,0,0,0,1,1
13224,0,1,0,0,0,1
13225,1,0,0,0,0,1
13226,0,0,0,0,1,1
13227,0,0,0,0,1,1
13228,1,0,0,0,0,1
13229,1,0,0,0,0,1
13230,0,0,0,1,0,1
13231,0,0,0,1,0,1
13232,1,0,0,0,0,1
13233,0,0,0,0,1,1
13234,0,0,0,0,1,1
13235,0,1,0,0,0,1
13236,0,1,0,0,0,1
13237,0,0,0,0,1,1
13238,0,0,0,0,1,1
13239,0,1,0,0,0,1
13240,0,1,0,0,0,1
13241,0,1,0,0,0,1
13242,0,0,0,0,1,1
13243,1,0,0,0,0,1
13244,0,0,0,0,1,1
13245,0,0,0,0,1,1
13246,0,1,0,0,0,1
13247,0,1,0,0,0,1
13248,0,1,0,0,0,1
13249,0,0,0,0,1,1
13250,0,1,0,0,0,1
13251,0,1,0,0,0,1
13252,0,1,0,0,0,1
13253,1,0,0,0,0,1
13254,0,1,0,0,0,1
13255,0,0,0,0,1,1
13256,0,1,0,0,0,1
13257,0,1,0,0,0,1
13258,1,0,0,0,0,1
13259,0,0,0,0,1,1
13260,0,0,0,0,1,1
13261,0,1,0,0,0,1
13262,1,0,0,0,0,1
13263,0,0,1,0,0,1
13264,0,0,0,1,0,1
13265,1,0,0,0,0,1
13266,1,0,0,0,0,1
13267,0,0,0,1,0,1
13268,0,0,1,0,0,1
13269,0,0,1,0,0,1
13270,0,0,0,1,0,1
13271,1,0,0,0,0,1
13272,0,0,1,0,0,1
13273,0,1,0,0,0,1
13274,0,0,0,0,1,1
13275,0,1,0,0,0,1
13276,0,1,0,0,0,1
13277,0,1,0,0,0,1
13278,0,1,0,0,0,1
13279,0,1,0,0,0,1
13280,0,0,0,0,1,1
13281,0,0,0,0,1,1
13282,0,1,0,0,0,1
13283,0,0,0,0,1,1
13284,0,0,0,0,1,1
13285,0,0,0,0,1,1
13286,0,1,0,0,0,1
13287,0,1,0,0,0,1
13288,0,1,0,0,0,1
13289,0,1,0,0,0,1
13290,0,1,0,0,0,1
13291,0,1,0,0,0,1
13292,0,1,0,0,0,1
13293,0,1,0,0,0,1
13294,1,0,0,0,0,1
13295,1,0,0,0,0,1
13296,0,0,0,0,1,1
13297,0,0,0,0,1,1
13298,1,0,0,0,0,1
13299,1,0,0,0,0,1
13300,0,0,0,0,1,1
13301,0,1,0,0,0,1
13302,0,1,0,0,0,1
13303,0,0,0,0,1,1
13304,0,1,0,0,0,1
13305,0,1,0,0,0,1
13306,0,1,0,0,0,1
13307,0,0,0,0,1,1
13308,1,0,0,0,0,1
13309,0,1,0,0,0,1
13310,0,1,0,0,0,1
13311,0,1,0,0,0,1
13312,1,0,0,0,0,1
13313,0,1,0,0,0,1
13314,0,0,1,0,0,1
13315,0,0,1,0,0,1
13316,1,0,0,0,0,1
13317,0,1,0,0,0,1
13318,1,0,0,0,0,1
13319,0,0,1,0,0,1
13320,0,0,1,0,0,1
13321,1,0,0,0,0,1
13322,1,0,0,0,0,1
13323,1,0,0,0,0,1
13324,0,0,1,0,0,1
13325,0,0,1,0,0,1
13326,1,0,0,0,0,1
13327,1,0,0,0,0,1
13328,0,0,0,0,1,1
13329,0,0,0,0,1,1
13330,0,0,0,0,1,1
13331,0,0,1,0,0,1
13332,0,0,1,0,0,1
13333,0,0,0,0,1,1
13334,1,0,0,0,0,1
13335,0,1,0,0,0,1
13336,0,0,0,0,1,1
13337,0,1,0,0,0,1
13338,0,0,0,0,1,1
13339,0,0,0,0,1,1
13340,0,1,0,0,0,1
13341,0,0,0,0,1,1
13342,0,0,0,0,1,1
13343,0,0,0,0,1,1
13344,0,0,0,0,1,1
